id;parent_id;lang;name;uid;value;description
1260;10006;tr;ÇUBUK;1260;1260;ÇUBUK
1302;10006;tr;ELMADAĞ;1302;1302;ELMADAĞ
1922;10006;tr;ETİMESGUT;1922;1922;ETİMESGUT
1924;10006;tr;EVREN;1924;1924;EVREN
1744;10006;tr;GÖLBAŞI;1744;1744;GÖLBAŞI
1365;10006;tr;GÜDÜL;1365;1365;GÜDÜL
1387;10006;tr;HAYMANA;1387;1387;HAYMANA
1815;10006;tr;KAHRAMANKAZAN;1815;1815;KAHRAMANKAZAN
1427;10006;tr;KALECİK;1427;1427;KALECİK
1745;10006;tr;KEÇİÖREN;1745;1745;KEÇİÖREN
1473;10006;tr;KIZILCAHAMAM;1473;1473;KIZILCAHAMAM
1746;10006;tr;MAMAK;1746;1746;MAMAK
1539;10006;tr;NALLIHAN;1539;1539;NALLIHAN
1578;10006;tr;POLATLI;1578;1578;POLATLI
2034;10006;tr;PURSAKLAR;2034;2034;PURSAKLAR
1747;10006;tr;SİNCAN;1747;1747;SİNCAN
1658;10006;tr;ŞEREFLİKOÇHİSAR;1658;1658;ŞEREFLİKOÇHİSAR
1723;10006;tr;YENİMAHALLE;1723;1723;YENİMAHALLE
1121;10007;tr;AKSEKİ;1121;1121;AKSEKİ
2035;10007;tr;AKSU;2035;2035;AKSU
1126;10007;tr;ALANYA;1126;1126;ALANYA
1811;10007;tr;DEMRE;1811;1811;DEMRE
2036;10007;tr;DÖŞEMEALTI;2036;2036;DÖŞEMEALTI
1303;10007;tr;ELMALI;1303;1303;ELMALI
1333;10007;tr;FİNİKE;1333;1333;FİNİKE
1337;10007;tr;GAZİPAŞA;1337;1337;GAZİPAŞA
1370;10007;tr;GÜNDOĞMUŞ;1370;1370;GÜNDOĞMUŞ
1946;10007;tr;İBRADI;1946;1946;İBRADI
1451;10007;tr;KAŞ;1451;1451;KAŞ
1959;10007;tr;KEMER;1959;1959;KEMER
2037;10007;tr;KEPEZ;2037;2037;KEPEZ
2038;10007;tr;KONYAALTI;2038;2038;KONYAALTI
1483;10007;tr;KORKUTELİ;1483;1483;KORKUTELİ
1492;10007;tr;KUMLUCA;1492;1492;KUMLUCA
1512;10007;tr;MANAVGAT;1512;1512;MANAVGAT
2039;10007;tr;MURATPAŞA;2039;2039;MURATPAŞA
1616;10007;tr;SERİK;1616;1616;SERİK
1145;10008;tr;ARDANUÇ;1145;1145;ARDANUÇ
1147;10008;tr;ARHAVİ;1147;1147;ARHAVİ
1202;10008;tr;BORÇKA;1202;1202;BORÇKA
1395;10008;tr;HOPA;1395;1395;HOPA
2105;10008;tr;KEMALPAŞA;2105;2105;KEMALPAŞA
1152;10008;tr;MERKEZ;1152;1152;MERKEZ
1828;10008;tr;MURGUL;1828;1828;MURGUL
1653;10008;tr;ŞAVŞAT;1653;1653;ŞAVŞAT
1736;10008;tr;YUSUFELİ;1736;1736;YUSUFELİ
1206;10009;tr;BOZDOĞAN;1206;1206;BOZDOĞAN
1781;10009;tr;BUHARKENT;1781;1781;BUHARKENT
1256;10009;tr;ÇİNE;1256;1256;ÇİNE
2000;10009;tr;DİDİM;2000;2000;DİDİM
2076;10009;tr;EFELER;2076;2076;EFELER
1348;10009;tr;GERMENCİK;1348;1348;GERMENCİK
1807;10009;tr;İNCİRLİOVA;1807;1807;İNCİRLİOVA
1435;10009;tr;KARACASU;1435;1435;KARACASU
1957;10009;tr;KARPUZLU;1957;1957;KARPUZLU
1479;10009;tr;KOÇARLI;1479;1479;KOÇARLI
1968;10009;tr;KÖŞK;1968;1968;KÖŞK
1497;10009;tr;KUŞADASI;1497;1497;KUŞADASI
1498;10009;tr;KUYUCAK;1498;1498;KUYUCAK
1542;10009;tr;NAZİLLİ;1542;1542;NAZİLLİ
1637;10009;tr;SÖKE;1637;1637;SÖKE
1640;10009;tr;SULTANHİSAR;1640;1640;SULTANHİSAR
1724;10009;tr;YENİPAZAR;1724;1724;YENİPAZAR
2077;10010;tr;ALTIEYLÜL;2077;2077;ALTIEYLÜL
1161;10010;tr;AYVALIK;1161;1161;AYVALIK
1169;10010;tr;BALYA;1169;1169;BALYA
1171;10010;tr;BANDIRMA;1171;1171;BANDIRMA
1191;10010;tr;BİGADİÇ;1191;1191;BİGADİÇ
1216;10010;tr;BURHANİYE;1216;1216;BURHANİYE
1291;10010;tr;DURSUNBEY;1291;1291;DURSUNBEY
1294;10010;tr;EDREMİT;1294;1294;EDREMİT
1310;10010;tr;ERDEK;1310;1310;ERDEK
1928;10010;tr;GÖMEÇ;1928;1928;GÖMEÇ
1360;10010;tr;GÖNEN;1360;1360;GÖNEN
1384;10010;tr;HAVRAN;1384;1384;HAVRAN
1418;10010;tr;İVRİNDİ;1418;1418;İVRİNDİ
2078;10010;tr;KARESİ;2078;2078;KARESİ
1462;10010;tr;KEPSUT;1462;1462;KEPSUT
1514;10010;tr;MANYAS;1514;1514;MANYAS
1824;10010;tr;MARMARA;1824;1824;MARMARA
1608;10010;tr;SAVAŞTEPE;1608;1608;SAVAŞTEPE
1619;10010;tr;SINDIRGI;1619;1619;SINDIRGI
1644;10010;tr;SUSURLUK;1644;1644;SUSURLUK
1210;10011;tr;BOZÜYÜK;1210;1210;BOZÜYÜK
1359;10011;tr;GÖLPAZARI;1359;1359;GÖLPAZARI
1948;10011;tr;İNHİSAR;1948;1948;İNHİSAR
1192;10011;tr;MERKEZ;1192;1192;MERKEZ
1559;10011;tr;OSMANELİ;1559;1559;OSMANELİ
1571;10011;tr;PAZARYERİ;1571;1571;PAZARYERİ
1636;10011;tr;SÖĞÜT;1636;1636;SÖĞÜT
1857;10011;tr;YENİPAZAR;1857;1857;YENİPAZAR
1750;10012;tr;ADAKLI;1750;1750;ADAKLI
1344;10012;tr;GENÇ;1344;1344;GENÇ
1446;10012;tr;KARLIOVA;1446;1446;KARLIOVA
1475;10012;tr;KİĞI;1475;1475;KİĞI
1193;10012;tr;MERKEZ;1193;1193;MERKEZ
1633;10012;tr;SOLHAN;1633;1633;SOLHAN
1855;10012;tr;YAYLADERE;1855;1855;YAYLADERE
1996;10012;tr;YEDİSU;1996;1996;YEDİSU
1106;10013;tr;ADİLCEVAZ;1106;1106;ADİLCEVAZ
1112;10013;tr;AHLAT;1112;1112;AHLAT
1798;10013;tr;GÜROYMAK;1798;1798;GÜROYMAK
1394;10013;tr;HİZAN;1394;1394;HİZAN
1196;10013;tr;MERKEZ;1196;1196;MERKEZ
1537;10013;tr;MUTKİ;1537;1537;MUTKİ
1669;10013;tr;TATVAN;1669;1669;TATVAN
1916;10014;tr;DÖRTDİVAN;1916;1916;DÖRTDİVAN
1346;10014;tr;GEREDE;1346;1346;GEREDE
1364;10014;tr;GÖYNÜK;1364;1364;GÖYNÜK
1466;10014;tr;KIBRISCIK;1466;1466;KIBRISCIK
1522;10014;tr;MENGEN;1522;1522;MENGEN
1199;10014;tr;MERKEZ;1199;1199;MERKEZ
1531;10014;tr;MUDURNU;1531;1531;MUDURNU
1610;10014;tr;SEBEN;1610;1610;SEBEN
1997;10014;tr;YENİÇAĞA;1997;1997;YENİÇAĞA
1109;10015;tr;AĞLASUN;1109;1109;AĞLASUN
1874;10015;tr;ALTINYAYLA;1874;1874;ALTINYAYLA
1211;10015;tr;BUCAK;1211;1211;BUCAK
1899;10015;tr;ÇAVDIR;1899;1899;ÇAVDIR
1903;10015;tr;ÇELTİKÇİ;1903;1903;ÇELTİKÇİ
1357;10015;tr;GÖLHİSAR;1357;1357;GÖLHİSAR
1813;10015;tr;KARAMANLI;1813;1813;KARAMANLI
1816;10015;tr;KEMER;1816;1816;KEMER
1215;10015;tr;MERKEZ;1215;1215;MERKEZ
1672;10015;tr;TEFENNİ;1672;1672;TEFENNİ
1728;10015;tr;YEŞİLOVA;1728;1728;YEŞİLOVA
1783;10016;tr;BÜYÜKORHAN;1783;1783;BÜYÜKORHAN
1343;10016;tr;GEMLİK;1343;1343;GEMLİK
1935;10016;tr;GÜRSU;1935;1935;GÜRSU
1799;10016;tr;HARMANCIK;1799;1799;HARMANCIK
1411;10016;tr;İNEGÖL;1411;1411;İNEGÖL
1420;10016;tr;İZNİK;1420;1420;İZNİK
1434;10016;tr;KARACABEY;1434;1434;KARACABEY
1457;10016;tr;KELES;1457;1457;KELES
1960;10016;tr;KESTEL;1960;1960;KESTEL
1530;10016;tr;MUDANYA;1530;1530;MUDANYA
1535;10016;tr;MUSTAFAKEMALPAŞA;1535;1535;MUSTAFAKEMALPAŞA
1829;10016;tr;NİLÜFER;1829;1829;NİLÜFER
1553;10016;tr;ORHANELİ;1553;1553;ORHANELİ
1554;10016;tr;ORHANGAZİ;1554;1554;ORHANGAZİ
1832;10016;tr;OSMANGAZİ;1832;1832;OSMANGAZİ
1725;10016;tr;YENİŞEHİR;1725;1725;YENİŞEHİR
1859;10016;tr;YILDIRIM;1859;1859;YILDIRIM
1160;10017;tr;AYVACIK;1160;1160;AYVACIK
1180;10017;tr;BAYRAMİÇ;1180;1180;BAYRAMİÇ
1190;10017;tr;BİGA;1190;1190;BİGA
1205;10017;tr;BOZCAADA;1205;1205;BOZCAADA
1229;10017;tr;ÇAN;1229;1229;ÇAN
1293;10017;tr;ECEABAT;1293;1293;ECEABAT
1326;10017;tr;EZİNE;1326;1326;EZİNE
1340;10017;tr;GELİBOLU;1340;1340;GELİBOLU
1408;10017;tr;GÖKÇEADA;1408;1408;GÖKÇEADA
1503;10017;tr;LAPSEKİ;1503;1503;LAPSEKİ
1230;10017;tr;MERKEZ;1230;1230;MERKEZ
1722;10017;tr;YENİCE;1722;1722;YENİCE
1765;10018;tr;ATKARACALAR;1765;1765;ATKARACALAR
1885;10018;tr;BAYRAMÖREN;1885;1885;BAYRAMÖREN
1248;10018;tr;ÇERKEŞ;1248;1248;ÇERKEŞ
1300;10018;tr;ELDİVAN;1300;1300;ELDİVAN
1399;10018;tr;ILGAZ;1399;1399;ILGAZ
1817;10018;tr;KIZILIRMAK;1817;1817;KIZILIRMAK
1963;10018;tr;KORGUN;1963;1963;KORGUN
1494;10018;tr;KURŞUNLU;1494;1494;KURŞUNLU
1232;10018;tr;MERKEZ;1232;1232;MERKEZ
1555;10018;tr;ORTA;1555;1555;ORTA
1649;10018;tr;ŞABANÖZÜ;1649;1649;ŞABANÖZÜ
1718;10018;tr;YAPRAKLI;1718;1718;YAPRAKLI
1124;10019;tr;ALACA;1124;1124;ALACA
1177;10019;tr;BAYAT;1177;1177;BAYAT
1778;10019;tr;BOĞAZKALE;1778;1778;BOĞAZKALE
1911;10019;tr;DODURGA;1911;1911;DODURGA
1414;10019;tr;İSKİLİP;1414;1414;İSKİLİP
1445;10019;tr;KARGI;1445;1445;KARGI
1972;10019;tr;LAÇİN;1972;1972;LAÇİN
1520;10019;tr;MECİTÖZÜ;1520;1520;MECİTÖZÜ
1259;10019;tr;MERKEZ;1259;1259;MERKEZ
1976;10019;tr;OĞUZLAR;1976;1976;OĞUZLAR
1556;10019;tr;ORTAKÖY;1556;1556;ORTAKÖY
1558;10019;tr;OSMANCIK;1558;1558;OSMANCIK
1642;10019;tr;SUNGURLU;1642;1642;SUNGURLU
1850;10019;tr;UĞURLUDAĞ;1850;1850;UĞURLUDAĞ
1102;10020;tr;ACIPAYAM;1102;1102;ACIPAYAM
1769;10020;tr;BABADAĞ;1769;1769;BABADAĞ
1881;10020;tr;BAKLAN;1881;1881;BAKLAN
1774;10020;tr;BEKİLLİ;1774;1774;BEKİLLİ
1888;10020;tr;BEYAĞAÇ;1888;1888;BEYAĞAÇ
1889;10020;tr;BOZKURT;1889;1889;BOZKURT
1214;10020;tr;BULDAN;1214;1214;BULDAN
1224;10020;tr;ÇAL;1224;1224;ÇAL
1226;10020;tr;ÇAMELİ;1226;1226;ÇAMELİ
1233;10020;tr;ÇARDAK;1233;1233;ÇARDAK
1257;10020;tr;ÇİVRİL;1257;1257;ÇİVRİL
1371;10020;tr;GÜNEY;1371;1371;GÜNEY
1803;10020;tr;HONAZ;1803;1803;HONAZ
1426;10020;tr;KALE;1426;1426;KALE
2079;10020;tr;MERKEZEFENDİ;2079;2079;MERKEZEFENDİ
1871;10020;tr;PAMUKKALE;1871;1871;PAMUKKALE
1597;10020;tr;SARAYKÖY;1597;1597;SARAYKÖY
1840;10020;tr;SERİNHİSAR;1840;1840;SERİNHİSAR
1670;10020;tr;TAVAS;1670;1670;TAVAS
2040;10021;tr;BAĞLAR;2040;2040;BAĞLAR
1195;10021;tr;BİSMİL;1195;1195;BİSMİL
1249;10021;tr;ÇERMİK;1249;1249;ÇERMİK
1253;10021;tr;ÇINAR;1253;1253;ÇINAR
1263;10021;tr;ÇÜNGÜŞ;1263;1263;ÇÜNGÜŞ
1278;10021;tr;DİCLE;1278;1278;DİCLE
1791;10021;tr;EĞİL;1791;1791;EĞİL
1315;10021;tr;ERGANİ;1315;1315;ERGANİ
1381;10021;tr;HANİ;1381;1381;HANİ
1389;10021;tr;HAZRO;1389;1389;HAZRO
2041;10021;tr;KAYAPINAR;2041;2041;KAYAPINAR
1962;10021;tr;KOCAKÖY;1962;1962;KOCAKÖY
1490;10021;tr;KULP;1490;1490;KULP
1504;10021;tr;LİCE;1504;1504;LİCE
1624;10021;tr;SİLVAN;1624;1624;SİLVAN
2042;10021;tr;SUR;2042;2042;SUR
2043;10021;tr;YENİŞEHİR;2043;2043;YENİŞEHİR
1307;10022;tr;ENEZ;1307;1307;ENEZ
1385;10022;tr;HAVSA;1385;1385;HAVSA
1412;10022;tr;İPSALA;1412;1412;İPSALA
1464;10022;tr;KEŞAN;1464;1464;KEŞAN
1502;10022;tr;LALAPAŞA;1502;1502;LALAPAŞA
1523;10022;tr;MERİÇ;1523;1523;MERİÇ
1295;10022;tr;MERKEZ;1295;1295;MERKEZ
1988;10022;tr;SÜLOĞLU;1988;1988;SÜLOĞLU
1705;10022;tr;UZUNKÖPRÜ;1705;1705;UZUNKÖPRÜ
1110;10023;tr;AĞIN;1110;1110;AĞIN
1873;10023;tr;ALACAKAYA;1873;1873;ALACAKAYA
1762;10023;tr;ARICAK;1762;1762;ARICAK
1173;10023;tr;BASKİL;1173;1173;BASKİL
1438;10023;tr;KARAKOÇAN;1438;1438;KARAKOÇAN
1455;10023;tr;KEBAN;1455;1455;KEBAN
1820;10023;tr;KOVANCILAR;1820;1820;KOVANCILAR
1506;10023;tr;MADEN;1506;1506;MADEN
1298;10023;tr;MERKEZ;1298;1298;MERKEZ
1566;10023;tr;PALU;1566;1566;PALU
1631;10023;tr;SİVRİCE;1631;1631;SİVRİCE
1243;10024;tr;ÇAYIRLI;1243;1243;ÇAYIRLI
1406;10024;tr;İLİÇ;1406;1406;İLİÇ
1459;10024;tr;KEMAH;1459;1459;KEMAH
1460;10024;tr;KEMALİYE;1460;1460;KEMALİYE
1318;10024;tr;MERKEZ;1318;1318;MERKEZ
1977;10024;tr;OTLUKBELİ;1977;1977;OTLUKBELİ
1583;10024;tr;REFAHİYE;1583;1583;REFAHİYE
1675;10024;tr;TERCAN;1675;1675;TERCAN
1853;10024;tr;ÜZÜMLÜ;1853;1853;ÜZÜMLÜ
1153;10025;tr;AŞKALE;1153;1153;AŞKALE
1945;10025;tr;AZİZİYE;1945;1945;AZİZİYE
1235;10025;tr;ÇAT;1235;1235;ÇAT
1392;10025;tr;HINIS;1392;1392;HINIS
1396;10025;tr;HORASAN;1396;1396;HORASAN
1416;10025;tr;İSPİR;1416;1416;İSPİR
1812;10025;tr;KARAÇOBAN;1812;1812;KARAÇOBAN
1444;10025;tr;KARAYAZI;1444;1444;KARAYAZI
1967;10025;tr;KÖPRÜKÖY;1967;1967;KÖPRÜKÖY
1540;10025;tr;NARMAN;1540;1540;NARMAN
1550;10025;tr;OLTU;1550;1550;OLTU
1551;10025;tr;OLUR;1551;1551;OLUR
2044;10025;tr;PALANDÖKEN;2044;2044;PALANDÖKEN
1567;10025;tr;PASİNLER;1567;1567;PASİNLER
1865;10025;tr;PAZARYOLU;1865;1865;PAZARYOLU
1657;10025;tr;ŞENKAYA;1657;1657;ŞENKAYA
1674;10025;tr;TEKMAN;1674;1674;TEKMAN
1683;10025;tr;TORTUM;1683;1683;TORTUM
1851;10025;tr;UZUNDERE;1851;1851;UZUNDERE
2045;10025;tr;YAKUTİYE;2045;2045;YAKUTİYE
1759;10026;tr;ALPU;1759;1759;ALPU
1777;10026;tr;BEYLİKOVA;1777;1777;BEYLİKOVA
1255;10026;tr;ÇİFTELER;1255;1255;ÇİFTELER
1934;10026;tr;GÜNYÜZÜ;1934;1934;GÜNYÜZÜ
1939;10026;tr;HAN;1939;1939;HAN
1808;10026;tr;İNÖNÜ;1808;1808;İNÖNÜ
1508;10026;tr;MAHMUDİYE;1508;1508;MAHMUDİYE
1973;10026;tr;MİHALGAZİ;1973;1973;MİHALGAZİ
1527;10026;tr;MİHALIÇÇIK;1527;1527;MİHALIÇÇIK
2046;10026;tr;ODUNPAZARI;2046;2046;ODUNPAZARI
1599;10026;tr;SARICAKAYA;1599;1599;SARICAKAYA
1618;10026;tr;SEYİTGAZİ;1618;1618;SEYİTGAZİ
1632;10026;tr;SİVRİHİSAR;1632;1632;SİVRİHİSAR
2047;10026;tr;TEPEBAŞI;2047;2047;TEPEBAŞI
1139;10027;tr;ARABAN;1139;1139;ARABAN
